id,question,words,core_word,answer,freq
1452,打脊灰疫苗之后过敏有什么症状,"脊灰,疫苗,过敏,症状",脊灰,少数人可能出现过敏性皮疹等症状,
1453,打脊灰疫苗可以要孩子吗,"脊灰,疫苗,孩子",脊灰,接种对象：主要为≥2月龄儿童,
1454,打脊灰疫苗多久可以怀孕,"脊灰,疫苗,多久,怀孕",脊灰,接种对象：主要为≥2月龄儿童,
1455,脊灰疫苗的简写,"脊灰,疫苗,简写",脊灰,脊灰疫苗,
1456,脊灰疫苗的学名,"脊灰,疫苗,学名",脊灰,口服脊髓灰质炎减毒活疫苗/脊髓灰质炎灭活疫苗,
1457,脊灰疫苗是什么疫苗,"脊灰,疫苗,疫苗",脊灰,口服脊髓灰质炎减毒活疫苗是减毒活疫苗，脊髓灰质炎灭活疫苗是灭活疫苗,
1458,打了脊灰疫苗有什么反应,"脊灰,疫苗",脊灰,大多数人没有反应，个别人在接种脊灰灭活疫苗后可能出现发热、接种部位红肿、硬结等反应，在接种口服脊灰减毒活疫苗后可能出现发热、恶心、呕吐、腹泻等反应。一般不需特殊处理，必要时可对症治疗。接种脊髓灰质炎减毒活疫苗可能引起疫苗相关病例(VAPP)，目前国内尚无确切的统计数据。据世界卫生组织官方统计报告，VAPP发病率为百万分之2.9到4.7。,
1459,打脊灰疫苗会引起发烧吗,"脊灰,疫苗,发烧",脊灰,大多数人没有反应，个别人在接种脊灰灭活疫苗后可能出现发热、接种部位红肿、硬结等反应，在接种口服脊灰减毒活疫苗后可能出现发热、恶心、呕吐、腹泻等反应。一般不需特殊处理，必要时可对症治疗。接种脊髓灰质炎减毒活疫苗可能引起疫苗相关病例(VAPP)，目前国内尚无确切的统计数据。据世界卫生组织官方统计报告，VAPP发病率为百万分之2.9到4.7。,
1460,打脊灰疫苗会引起红疹吗,"脊灰,疫苗,红疹",脊灰,大多数人没有反应，个别人在接种脊灰灭活疫苗后可能出现发热、接种部位红肿、硬结等反应，在接种口服脊灰减毒活疫苗后可能出现发热、恶心、呕吐、腹泻等反应。一般不需特殊处理，必要时可对症治疗。接种脊髓灰质炎减毒活疫苗可能引起疫苗相关病例(VAPP)，目前国内尚无确切的统计数据。据世界卫生组织官方统计报告，VAPP发病率为百万分之2.9到4.7。,
1461,打脊灰疫苗会引起心悸吗,"脊灰,疫苗,心悸",脊灰,接种脊灰疫苗通常不会引起心悸，若症状严重，请及时就医。,
1462,打脊灰疫苗会引起癫痫吗,"脊灰,疫苗,癫痫",脊灰,接种脊灰疫苗通常不会引起癫痫，若症状严重，请及时就医。,
1463,打脊灰疫苗会引起银肖病吗,"脊灰,疫苗,银肖病",脊灰,接种脊灰疫苗通常不会引起银屑病，若症状严重，请及时就医。,
1464,打脊灰疫苗会引起脑炎吗,"脊灰,疫苗,脑炎",脊灰,接种脊灰疫苗通常不会引起脑炎，若症状严重，请及时就医。,
1465,打脊灰疫苗会引起荨麻疹吗,"脊灰,疫苗,荨麻疹",脊灰,接种脊灰疫苗通常不会引起荨麻疹，若症状严重，请及时就医。,
1466,打脊灰疫苗会引起急性肠胃炎吗,"脊灰,疫苗,急性,肠胃炎",脊灰,大多数人没有反应，个别人在接种脊灰灭活疫苗后可能出现发热、接种部位红肿、硬结等反应，在接种口服脊灰减毒活疫苗后可能出现发热、恶心、呕吐、腹泻等反应。一般不需特殊处理，必要时可对症治疗。接种脊髓灰质炎减毒活疫苗可能引起疫苗相关病例(VAPP)，目前国内尚无确切的统计数据。据世界卫生组织官方统计报告，VAPP发病率为百万分之2.9到4.7。,
1467,打脊灰疫苗引起的发烧一般多少度,"脊灰,疫苗,发烧,多少度",脊灰,接种脊灰疫苗后可能会导致发热的发生，一般不超过38.5度，2-3天左右恢复正常，如果发热持续应该考虑是由于病原体感染引起，请及时就医。,
1468,脊灰疫苗要不要打,"脊灰,疫苗",脊灰,按时接种脊灰疫苗可有效预防脊髓灰质炎。,
1469,脊灰疫苗能预防什么疾病,"脊灰,疫苗,预防,疾病",脊灰,按时接种脊灰疫苗可有效预防脊髓灰质炎。,
1470,脊灰疫苗什么情况下需要补种,"脊灰,疫苗,情况,补种",脊灰,未完成免疫程序规定剂次接种的人群需要补种。,
1471,脊灰疫苗需要打进口的吗,"脊灰,疫苗,进口",脊灰,无论进口疫苗还是国产疫苗，有效性和安全性都是符合国家标准的。,
1472,脊灰疫苗一年接种几次,"脊灰,疫苗,一年,接种,几次",脊灰,目前的脊灰疫苗免疫程序为2月龄和3月龄各接种1剂脊灰灭活疫苗（IPV），4月龄和4岁各接种1剂脊灰减毒活疫苗（OPV）。,
1473,有性生活是否还需要打脊灰疫苗,"性生活,脊灰,疫苗",脊灰,接种对象：主要为≥2月龄儿童,
1474,打脊灰疫苗该如何预约,"脊灰,疫苗,预约",脊灰,可在居住地所在的社区卫生服务中心接种疫苗，详情可关注“上海疾控”微信公众号进行查询。,
1475,脊灰疫苗需要多少钱,"脊灰,疫苗,钱",脊灰,免费接种，也可选择自费的含脊灰成分疫苗进行替代。,
1476,打脊灰疫苗需要带什么,"脊灰,疫苗",脊灰,一般不需要做什么准备,
1477,接种脊灰疫苗的免疫程序,"接种,脊灰,疫苗,免疫,程序",脊灰,目前的脊灰疫苗免疫程序为2月龄和3月龄各接种1剂脊灰灭活疫苗（IPV），4月龄和4岁各接种1剂脊灰减毒活疫苗（OPV）。,
1478,打脊灰疫苗后感冒发烧需要吃药吗,"脊灰,疫苗,感冒,发烧,吃药",脊灰,如患有疾病需吃药，请按医嘱进行治疗。,
1479,脊灰疫苗是否自费,"脊灰,疫苗,自费",脊灰,免费接种，也可选择自费的含脊灰成分疫苗进行替代。,
1480,孕前检查需要打脊灰疫苗吗,"孕前,检查,脊灰,疫苗",脊灰,接种对象：主要为≥2月龄儿童,
1481,接种脊灰疫苗后没反应有问题吗,"接种,脊灰,疫苗",脊灰,大多数人没有反应，个别人在接种脊灰灭活疫苗后可能出现发热、接种部位红肿、硬结等反应，在接种口服脊灰减毒活疫苗后可能出现发热、恶心、呕吐、腹泻等反应。一般不需特殊处理，必要时可对症治疗。接种脊髓灰质炎减毒活疫苗可能引起疫苗相关病例(VAPP)，目前国内尚无确切的统计数据。据世界卫生组织官方统计报告，VAPP发病率为百万分之2.9到4.7。,
1482,接种脊灰疫苗的时间,"接种,脊灰,疫苗,时间",脊灰,目前的脊灰疫苗免疫程序为2月龄和3月龄各接种1剂脊灰灭活疫苗（IPV），4月龄和4岁各接种1剂脊灰减毒活疫苗（OPV）。,
1483,婴幼儿能否接种脊灰疫苗,"婴幼儿,接种,脊灰,疫苗",脊灰,可以,
1484,不打脊灰疫苗会有什么后果,"脊灰,疫苗,后果",脊灰,脊髓灰质炎疫苗是预防和消灭脊髓灰质炎的有效控制手段。脊髓灰质炎(Poliomyelitis)是由脊髓灰质炎病毒所致的急性传染病，病毒主要侵犯人体脊髓灰质前角的灰、白质部分，对灰质造成永久损害，使这些神经支配的肌肉无力，出现肢体弛缓性麻痹。好发于婴幼儿，故又称小儿麻痹症。本病可防难治，一旦引起肢体麻痹易成为终生残疾，甚至危及生命。,
1485,脊灰疫苗需要接种几次,"脊灰,疫苗,接种,几次",脊灰,目前的脊灰疫苗免疫程序为2月龄和3月龄各接种1剂脊灰灭活疫苗（IPV），4月龄和4岁各接种1剂脊灰减毒活疫苗（OPV）。,
1486,脊灰疫苗是免疫规划疫苗吗,"脊灰,疫苗,免疫,规划,疫苗",脊灰,是属于免疫规划疫苗，可免费接种。,
1487,脊灰疫苗属于什么疫苗,"脊灰,疫苗,疫苗",脊灰,口服脊髓灰质炎减毒活疫苗是减毒活疫苗，脊髓灰质炎灭活疫苗是灭活疫苗,
1489,脊灰疫苗是属于国产的么,"脊灰,疫苗,国产",脊灰,有国产也有进口的疫苗可供选择。,
1490,脊灰疫苗是属于活的还是死的疫苗呀,"脊灰,疫苗,死,疫苗",脊灰,口服脊髓灰质炎减毒活疫苗是减毒活疫苗，脊髓灰质炎灭活疫苗是灭活疫苗,
1491,脊灰疫苗是不是终生免疫,"脊灰,疫苗,终生,免疫",脊灰,按时接种脊灰疫苗可有效预防脊髓灰质炎。,
1492,脊灰疫苗多久起效,"脊灰,疫苗,多久,起效",脊灰,按时接种脊灰疫苗可有效预防脊髓灰质炎。,
1493,接种脊灰疫苗要不要做蛋清测试,"接种,脊灰,疫苗,做,蛋清,测试",脊灰,不需要,
1494,打脊灰疫苗能吃鸡蛋吗,"脊灰,疫苗,吃,鸡蛋",脊灰,是可以的,
1495,脊灰疫苗的年龄限制,"脊灰,疫苗,年龄",脊灰,目前的脊灰疫苗免疫程序为2月龄和3月龄各接种1剂脊灰灭活疫苗（IPV），4月龄和4岁各接种1剂脊灰减毒活疫苗（OPV）。,
1496,脊灰疫苗是自费还是免费,"脊灰,疫苗,自费,免费",脊灰,免费接种，也可选择自费的含脊灰成分疫苗进行替代。,
1497,脊灰疫苗的接种方式哪种比较好,"脊灰,疫苗,接种,方式",脊灰,有口服也有注射的,
1498,哪种脊灰疫苗比较好,"脊灰,疫苗",脊灰,按时接种脊灰疫苗可有效预防脊髓灰质炎。,
1499,脊灰疫苗的常识,"脊灰,疫苗,常识",脊灰,脊髓灰质炎疫苗，用于预防脊髓灰质炎。脊髓灰质炎是由脊髓灰质炎病毒引起的一种急性传染病。临床表现主要以发热、上呼吸道症状、肢体疼痛为主。,
1500,脊灰疫苗打几价比较好,"脊灰,疫苗,打几价",脊灰,按时接种脊灰疫苗可有效预防脊髓灰质炎。,
1501,脊灰疫苗不能空腹注射是吗,"脊灰,疫苗,空腹,注射",脊灰,没有是否需要空腹的限制。,
1502,打完脊灰疫苗后哪些药能吃哪些药不能吃,"完,脊灰,疫苗,药能,吃,药,吃",脊灰,如患有疾病需吃药，请按医嘱进行治疗。,
1503,打完脊灰疫苗之后哪些食物能吃哪些不能,"完,脊灰,疫苗,食物,吃",脊灰,可以正常饮食。,
1504,疾病患者是否能接种脊灰疫苗,"疾病,患者,接种,脊灰,疫苗",脊灰,建议在健康的状况下接种卡介苗。,
1505,接种脊灰疫苗和季节有关系吗,"接种,脊灰,疫苗,季节,关系",脊灰,没有关系。,
1506,天气热不能打脊灰疫苗吗,"天气,热,脊灰,疫苗",脊灰,可以接种。,
1507,两个月宝宝打脊灰疫苗会引起肚子痛吗,"两个,月,宝宝,脊灰,疫苗,肚子痛",脊灰,大多数人没有反应，个别人在接种脊灰灭活疫苗后可能出现发热、接种部位红肿、硬结等反应，在接种口服脊灰减毒活疫苗后可能出现发热、恶心、呕吐、腹泻等反应。一般不需特殊处理，必要时可对症治疗。接种脊髓灰质炎减毒活疫苗可能引起疫苗相关病例(VAPP)，目前国内尚无确切的统计数据。据世界卫生组织官方统计报告，VAPP发病率为百万分之2.9到4.7。,
1508,打了轮状病毒疫苗之后还会感染吗,"轮状病毒,疫苗,还会,感染",轮状病毒,理论上，接种轮状病毒疫苗后，感染相应疾病的风险就很低。少数人接种后未产生保护力，或者仍然发病，与疫苗本身特性和受种者个人体质有关。,
1509,打了轮状病毒疫苗之后还会得病吗,"轮状病毒,疫苗,还会,得病",轮状病毒,理论上，接种轮状病毒疫苗后，感染相应疾病的风险就很低。少数人接种后未产生保护力，或者仍然发病，与疫苗本身特性和受种者个人体质有关。,
1510,不打轮状病毒疫苗之后会得水痘吗,"轮状病毒,疫苗,会得,水痘",轮状病毒,轮状病毒疫苗不能预防此种疾病,
1511,打了轮状病毒疫苗之后会得湿疹吗,"轮状病毒,疫苗,会得,湿疹",轮状病毒,轮状病毒疫苗不能预防此种疾病,
1512,打轮状病毒疫苗后可以吃药物吗,"轮状病毒,疫苗,吃,药物",轮状病毒,需根据所需要使用的药物的情况决定的，请谨遵医嘱,
1513,打轮状病毒疫苗后可以吃食物吗,"轮状病毒,疫苗,吃,食物",轮状病毒,忌抽烟、饮酒、饮用浓茶，尽量不要吃酸辣刺激性的食物，不要进食过分油腻的食物,
1514,打轮状病毒疫苗可以喂奶吗,"轮状病毒,疫苗,喂奶",轮状病毒,接种疫苗后，一般情况下可以喂奶,
1515,打轮状病毒疫苗的地点,"轮状病毒,疫苗,地点","轮状病毒,地点,哪里,接种点",可在居住地所在的社区卫生服务中心和部分特需接种门诊进行接种。详细信息可关注“上海疾控”微信公众号进行查询。,
1516,接种轮状病毒疫苗能中断吗,"接种,轮状病毒,疫苗,中断",轮状病毒,建议按免疫程序进行接种,
1517,轮状病毒疫苗可以报销吗,"轮状病毒,疫苗,报销",轮状病毒,您好，轮状病毒疫苗属于国家规定的非免疫规划疫苗，由受种者自愿接种，价格请按所属社区卫生服务中心公示的价格为准，能否报销请以当地实时报销政策为准，谢谢,
1518,打了轮状病毒疫苗可以洗澡吗如果洗了有什么影响,"轮状病毒,疫苗,洗澡,洗,影响",轮状病毒,可以洗澡，请避免着凉和保持接种部位干净干燥。,
1519,接种了轮状病毒疫苗红肿可以洗澡吗,"接种,轮状病毒,疫苗,红肿,洗澡",轮状病毒,可以洗澡，请避免着凉和保持接种部位干净干燥。,
1520,打了轮状病毒疫苗后怎么洗澡,"轮状病毒,疫苗,洗澡",轮状病毒,可以洗澡，请避免着凉和保持接种部位干净干燥。,
1521,接种了轮状病毒疫苗后有脓可以洗澡吗,"接种,轮状病毒,疫苗,脓,洗澡",轮状病毒,可以洗澡，请避免着凉和保持接种部位干净干燥。,
1522,打轮状病毒疫苗前可以洗澡吗,"轮状病毒,疫苗,前,洗澡",轮状病毒,可以洗澡，请避免着凉和保持接种部位干净干燥。,
1523,打轮状病毒疫苗会拉肚子吗,"轮状病毒,疫苗,拉肚子",轮状病毒,可能出现发热、腹泻、呕吐、鼻咽炎等，一般不需特殊处理，可自行缓解。在上市后监测中有出现肠套叠、便血等的报告。必要时应及时与接种单位联系。,
1524,宝宝打了轮状病毒疫苗会哭闹吗,"宝宝,轮状病毒,疫苗,哭闹",轮状病毒,可能出现发热、腹泻、呕吐、鼻咽炎等，一般不需特殊处理，可自行缓解。在上市后监测中有出现肠套叠、便血等的报告。必要时应及时与接种单位联系。,
1525,打轮状病毒疫苗之后会不会过敏,"轮状病毒,疫苗,会不会,过敏",轮状病毒,少数人可能出现过敏性皮疹等症状,
1526,打轮状病毒疫苗之后过敏有什么症状,"轮状病毒,疫苗,过敏,症状",轮状病毒,少数人可能出现过敏性皮疹等症状,
